"","PlayerID","Age","Gender","PlayTimeHours","InGamePurchases","GameDifficulty","SessionsPerWeek","AvgSessionDurationMinutes","PlayerLevel","AchievementsUnlocked","EngagementLevel","Location_USA","Location_Europe","Location_Asia","Location_Other","Genre_Strategy","Genre_Sports","Genre_Action","Genre_RPG","Genre_Simulation"
"67",24065,42,1,11.18537891,0,2,9,91,60,49,1,1,0,0,0,1,0,0,0,0
"68",24066,46,0,10.02925754,0,0,19,167,8,15,2,1,0,0,0,0,1,0,0,0
"69",24067,32,0,14.26331541,0,0,15,31,35,15,1,0,1,0,0,0,0,0,1,0
"70",24068,48,0,13.40196173,0,2,3,35,12,10,0,0,0,0,1,0,0,0,0,1
"71",24069,48,1,17.37221255,0,0,3,179,70,7,1,0,0,1,0,0,0,1,0,0
"72",24070,15,1,11.4356678,0,1,0,97,77,1,0,1,0,0,0,0,1,0,0,0
"73",24071,45,0,5.66304096,1,0,6,149,66,40,1,0,0,1,0,0,0,1,0,0
"74",24072,15,1,3.421637412,0,1,12,11,35,15,0,0,0,0,1,0,0,0,1,0
"75",24073,30,0,4.726813318,0,0,0,46,88,31,0,0,0,1,0,0,0,0,0,1
"76",24074,29,0,8.268714357,0,0,11,132,40,39,2,0,1,0,0,1,0,0,0,0
"77",24075,47,1,22.53784123,0,0,19,14,57,0,0,1,0,0,0,0,1,0,0,0
"78",24076,37,1,16.7259353,1,0,13,29,38,17,1,0,0,1,0,0,0,1,0,0
"79",24077,48,1,10.1219534,0,2,19,19,97,14,1,0,0,1,0,0,0,0,0,1
"80",24078,31,0,3.769349189,0,0,11,66,31,16,1,1,0,0,0,0,0,1,0,0
"81",24079,39,1,17.60337536,1,2,15,79,44,9,1,1,0,0,0,0,0,1,0,0
"82",24080,20,1,10.20244545,0,1,9,83,6,14,1,0,1,0,0,0,0,0,1,0
"83",24081,45,1,18.47130399,0,0,0,74,13,34,0,0,0,1,0,0,0,0,0,1
"84",24082,19,1,19.68666951,0,0,14,81,3,9,1,1,0,0,0,0,0,0,1,0
"85",24083,44,0,14.0737492,0,2,8,24,68,14,0,0,0,0,1,0,0,0,1,0
"86",24084,19,1,19.53158202,0,0,13,93,28,11,1,1,0,0,0,0,1,0,0,0
"87",24085,26,1,13.90477875,0,1,2,44,58,25,0,1,0,0,0,1,0,0,0,0
"88",24086,21,1,12.14440882,0,0,4,115,72,27,1,1,0,0,0,1,0,0,0,0
"89",24087,27,1,18.40770347,0,2,7,162,68,28,1,1,0,0,0,0,0,0,1,0
"90",24088,18,1,9.997420676,0,1,9,80,78,32,1,1,0,0,0,0,0,0,1,0
"91",24089,17,1,14.89933279,0,1,1,172,45,31,0,0,1,0,0,0,0,1,0,0
"92",24090,26,0,9.227818962,0,0,0,47,66,46,0,0,0,0,1,0,0,1,0,0
"93",24091,15,1,22.48993897,1,0,17,155,58,35,2,1,0,0,0,0,0,0,0,1
"94",24092,41,1,16.95596487,0,0,15,35,8,4,1,0,1,0,0,0,1,0,0,0
"95",24093,27,1,20.91132668,1,0,15,146,25,31,2,0,1,0,0,0,0,0,1,0
"96",24094,31,1,12.6428889,0,0,16,128,90,9,2,0,0,0,1,0,0,1,0,0
"97",24095,22,0,21.28024422,0,2,4,118,77,45,1,1,0,0,0,1,0,0,0,0
"98",24096,46,0,13.25667647,1,0,6,162,1,3,1,1,0,0,0,0,0,0,1,0
"99",24097,34,1,18.11610277,1,0,19,42,55,37,1,1,0,0,0,0,1,0,0,0
"100",24098,31,1,17.89314973,0,0,8,177,60,36,2,0,0,0,1,0,1,0,0,0
"101",24099,48,1,2.108657004,0,0,1,65,98,4,0,0,1,0,0,0,0,0,1,0
"102",24100,49,1,8.8306096,0,2,3,53,54,10,0,0,1,0,0,0,0,1,0,0
"103",24101,49,0,23.75507977,0,0,1,107,71,4,0,1,0,0,0,1,0,0,0,0
"104",24102,38,0,5.138656651,0,2,6,167,60,39,1,1,0,0,0,0,0,1,0,0
"105",24103,32,1,8.593975522,0,1,10,140,18,49,2,0,0,1,0,0,0,0,1,0
"106",24104,47,0,23.46623915,0,0,10,24,86,21,1,0,1,0,0,0,0,1,0,0
"107",24105,37,0,7.947008364,0,0,17,135,29,36,2,1,0,0,0,0,0,0,0,1
"108",24106,39,0,19.78659554,0,2,6,153,48,42,1,0,1,0,0,0,0,0,0,1
"109",24107,41,1,10.42386659,0,0,7,108,78,8,1,0,0,0,1,0,0,1,0,0
"110",24108,15,1,22.42437095,0,2,14,108,75,41,2,1,0,0,0,0,0,0,0,1
"111",24109,35,1,14.38046772,1,0,18,153,4,8,2,0,0,0,1,0,0,1,0,0
"112",24110,24,1,23.32366747,0,1,8,63,56,24,1,0,0,1,0,0,0,0,0,1
"113",24111,45,1,2.657270787,0,0,18,138,95,32,2,1,0,0,0,0,1,0,0,0
"114",24112,39,0,6.497818642,0,0,13,45,41,9,1,0,0,1,0,1,0,0,0,0
"115",24113,34,1,14.3571851,0,0,16,106,62,2,2,0,0,1,0,0,0,0,0,1
"116",24114,16,0,2.717017041,0,2,8,12,43,25,0,0,1,0,0,1,0,0,0,0
"117",24115,29,0,17.79668302,1,0,4,100,81,5,1,0,0,1,0,0,1,0,0,0
"118",24116,42,1,22.37287525,1,0,7,101,32,5,1,1,0,0,0,1,0,0,0,0
"119",24117,27,1,15.3048739,0,1,16,31,55,49,1,0,0,1,0,0,0,1,0,0
"120",24118,28,0,16.81986033,0,2,5,156,95,47,1,0,1,0,0,0,1,0,0,0
"121",24119,16,0,3.764894802,0,0,0,13,35,15,0,1,0,0,0,0,1,0,0,0
"122",24120,48,0,15.33265906,1,0,11,176,61,48,2,0,1,0,0,0,0,0,1,0
"123",24121,49,0,10.43456023,0,0,7,19,11,36,0,0,1,0,0,0,0,1,0,0
"124",24122,39,0,18.09882453,0,0,12,51,34,49,1,1,0,0,0,0,0,1,0,0
"125",24123,29,0,7.346838131,0,1,8,138,70,7,1,1,0,0,0,0,0,0,0,1
"126",24124,26,1,15.95006801,0,0,6,54,27,49,1,1,0,0,0,1,0,0,0,0
"127",24125,23,0,1.854158181,0,2,6,177,99,16,1,1,0,0,0,1,0,0,0,0
"128",24126,45,0,7.453675991,0,0,10,154,59,24,2,0,0,1,0,0,0,0,0,1
"129",24127,28,1,14.3834826,0,1,8,70,90,12,1,0,1,0,0,1,0,0,0,0
"130",24128,43,1,13.70880515,0,0,1,32,27,23,0,0,0,1,0,0,0,0,0,1
"131",24129,22,1,13.98217887,0,0,3,136,33,28,1,0,1,0,0,0,1,0,0,0
"132",24130,17,0,11.17422293,0,0,0,140,71,11,0,1,0,0,0,0,1,0,0,0
"133",24131,16,1,14.51722554,0,0,14,96,16,45,1,0,1,0,0,0,0,0,0,1
"134",24132,30,0,6.732060246,0,1,2,152,35,24,1,0,0,1,0,0,0,0,1,0
"135",24133,33,0,10.72060551,0,1,5,139,68,40,1,0,1,0,0,0,0,1,0,0
"136",24134,44,0,3.793565184,0,0,7,71,16,39,1,0,0,1,0,0,1,0,0,0
"137",24135,30,1,8.509499053,0,2,6,81,57,35,1,0,0,1,0,0,0,1,0,0
"138",24136,45,0,15.82352461,0,0,0,88,90,31,0,0,1,0,0,0,0,0,1,0
"139",24137,42,1,13.57341384,0,0,7,54,76,14,1,1,0,0,0,0,1,0,0,0
"140",24138,18,1,0.862561857,0,1,7,37,38,31,0,0,0,1,0,0,0,1,0,0
"141",24139,24,1,16.95903736,1,0,18,132,11,48,2,0,0,1,0,0,0,0,0,1
"142",24140,32,1,14.32029496,0,2,9,143,75,48,2,0,0,1,0,0,0,0,0,1
"143",24141,46,1,9.365518509,0,1,4,177,31,12,1,0,0,1,0,0,1,0,0,0
"144",24142,44,1,14.36833717,1,1,14,63,81,13,1,1,0,0,0,1,0,0,0,0
"145",24143,23,0,1.431494916,1,1,19,169,12,9,2,0,1,0,0,0,0,0,1,0
"146",24144,43,1,18.06985879,0,1,0,60,62,3,0,1,0,0,0,0,0,0,1,0
"147",24145,30,0,14.58117372,0,1,5,132,9,41,1,1,0,0,0,0,1,0,0,0
"148",24146,42,1,5.800110284,0,1,8,172,3,34,1,0,0,1,0,1,0,0,0,0
"149",24147,35,1,0.552310235,0,0,12,139,58,23,0,0,1,0,0,0,0,0,1,0
"150",24148,16,1,15.29835943,0,0,19,168,51,16,2,1,0,0,0,1,0,0,0,0
"151",24149,49,1,20.86617081,0,1,15,150,88,14,2,0,1,0,0,1,0,0,0,0
"152",24150,42,1,2.747093903,0,1,9,75,25,42,1,0,0,0,1,0,1,0,0,0
"153",24151,45,1,21.51774632,0,1,16,130,80,41,2,1,0,0,0,0,0,1,0,0
"154",24152,47,1,20.08821653,1,0,8,143,72,46,1,1,0,0,0,0,0,0,1,0
"155",24153,37,1,11.40367241,0,0,2,136,44,43,1,0,1,0,0,1,0,0,0,0
"156",24154,31,1,9.280915674,0,1,9,30,14,37,0,1,0,0,0,0,0,0,0,1
"157",24155,15,1,5.643348884,0,1,16,48,15,11,1,0,0,0,1,0,0,0,1,0
"158",24156,37,0,1.460773357,1,1,4,108,99,49,1,0,1,0,0,0,1,0,0,0
"159",24157,41,1,6.584710111,0,0,11,114,24,41,1,1,0,0,0,0,0,0,1,0
"160",24158,39,1,19.66686364,0,1,11,27,44,27,1,0,1,0,0,0,1,0,0,0
"161",24159,46,1,11.56284597,0,0,8,104,97,32,1,1,0,0,0,0,0,0,1,0
"162",24160,33,0,1.056055897,1,1,9,161,54,22,2,1,0,0,0,0,0,0,0,1
"163",24161,38,1,12.48065295,1,0,7,162,95,20,1,1,0,0,0,0,0,1,0,0
"164",24162,17,1,17.57646257,1,0,14,51,80,38,1,0,1,0,0,0,1,0,0,0
"165",24163,26,0,18.09294646,0,1,16,168,78,24,2,1,0,0,0,0,0,0,1,0
"166",24164,49,1,20.43358474,0,2,8,155,12,9,1,1,0,0,0,0,1,0,0,0
"167",24165,29,1,17.28211723,0,0,1,84,1,25,0,0,1,0,0,0,0,0,0,1
"168",24166,31,1,0.189401224,0,0,18,163,86,47,2,0,1,0,0,1,0,0,0,0
"169",24167,46,0,10.01489635,0,2,9,124,77,31,1,1,0,0,0,0,0,0,1,0
"170",24168,21,1,8.050037665,0,0,15,90,27,42,1,0,0,1,0,1,0,0,0,0
"171",24169,33,1,10.92815592,1,1,4,119,55,1,1,1,0,0,0,0,1,0,0,0
"172",24170,21,1,19.02555036,0,1,4,139,54,25,1,1,0,0,0,0,0,1,0,0
"173",24171,19,0,0.917912995,0,0,3,129,40,35,1,1,0,0,0,0,0,1,0,0
"174",24172,35,1,16.12039229,1,2,14,55,65,44,1,0,0,1,0,0,0,1,0,0
"175",24173,21,1,9.75130066,0,0,9,175,87,18,2,0,1,0,0,0,1,0,0,0
"176",24174,37,1,23.9631992,0,1,18,60,6,19,1,1,0,0,0,0,0,0,1,0
"177",24175,25,1,6.999045473,0,0,13,143,16,35,2,0,1,0,0,0,0,0,0,1
"178",24176,24,0,11.75493457,0,1,17,23,14,4,1,0,1,0,0,0,0,1,0,0
"179",24177,35,1,22.73385168,0,0,1,40,36,10,0,1,0,0,0,0,0,0,1,0
"180",24178,47,1,3.972325951,0,0,13,147,87,21,2,0,1,0,0,0,0,0,0,1
"181",24179,34,1,13.81540702,0,2,2,164,53,39,1,1,0,0,0,0,0,0,0,1
"182",24180,47,0,14.98244579,0,2,5,100,8,45,1,1,0,0,0,1,0,0,0,0
"183",24181,49,1,14.85736872,0,2,16,77,42,39,1,0,0,1,0,0,0,0,0,1
"184",24182,48,0,18.30475705,0,2,7,87,68,41,1,0,1,0,0,0,0,0,1,0
"185",24183,41,1,3.253229581,0,2,13,103,29,30,1,0,1,0,0,0,0,0,0,1
"186",24184,33,1,17.12175679,0,1,4,172,57,39,1,0,0,1,0,0,1,0,0,0
"187",24185,19,1,3.887638859,0,0,13,64,22,12,1,1,0,0,0,1,0,0,0,0
"188",24186,43,1,10.39333849,0,0,0,73,34,49,0,1,0,0,0,0,0,0,0,1
"189",24187,24,1,21.89559305,0,0,10,135,4,25,1,0,0,0,1,0,0,0,0,1
"190",24188,27,1,3.830158631,0,2,5,151,87,28,1,1,0,0,0,0,0,1,0,0
"191",24189,43,0,16.88138998,0,0,3,41,69,21,0,0,1,0,0,1,0,0,0,0
"192",24190,19,1,15.4202012,0,1,3,43,56,1,0,0,0,0,1,0,0,0,0,1
"193",24191,26,0,17.46336616,0,1,6,29,6,38,1,1,0,0,0,0,0,1,0,0
"194",24192,27,1,21.76988958,0,0,17,83,81,12,2,0,0,0,1,1,0,0,0,0
"195",24193,36,1,19.3717852,0,0,9,125,15,9,1,0,1,0,0,0,1,0,0,0
"196",24194,29,1,13.06247749,0,0,5,58,83,25,1,0,0,0,1,0,0,0,0,1
"197",24195,27,1,4.956418751,0,0,4,60,81,11,0,1,0,0,0,0,0,1,0,0
"198",24196,15,1,3.590459012,0,1,17,89,31,48,2,0,1,0,0,0,0,0,1,0
"199",24197,15,1,1.527154465,0,0,1,135,61,38,0,0,0,0,1,0,1,0,0,0
"200",24198,25,0,11.67957194,1,1,10,170,7,12,2,1,0,0,0,0,0,0,0,1
"201",24199,36,1,20.85265484,0,1,2,35,18,41,0,1,0,0,0,1,0,0,0,0
"202",24200,49,1,5.211440127,0,0,14,86,2,26,0,1,0,0,0,1,0,0,0,0
"203",24201,20,0,21.67543,0,1,17,15,81,14,0,0,0,0,1,0,0,1,0,0
"204",24202,42,1,3.704691286,0,0,18,172,26,8,2,1,0,0,0,1,0,0,0,0
"205",24203,45,0,21.34877135,0,1,11,114,43,35,1,1,0,0,0,0,0,0,0,1
"206",24204,22,1,16.72935109,0,0,2,121,12,6,0,0,0,1,0,0,0,1,0,0
"207",24205,19,1,6.375592685,0,0,13,124,57,34,2,0,1,0,0,0,0,0,1,0
"208",24206,31,0,23.50771223,0,0,4,86,23,22,1,0,1,0,0,0,0,1,0,0
"209",24207,23,1,10.64714447,0,2,1,52,79,41,0,0,1,0,0,0,0,0,0,1
"210",24208,24,0,4.355116456,0,1,4,115,80,36,1,0,1,0,0,0,0,0,0,1
"211",24209,34,0,16.44330583,0,0,0,10,26,47,0,0,1,0,0,1,0,0,0,0
"212",24210,28,0,3.945298396,0,2,13,41,70,12,1,0,0,0,1,0,1,0,0,0
"213",24211,28,0,21.37568166,0,0,10,49,36,44,1,1,0,0,0,0,0,1,0,0
"214",24212,40,1,22.15882266,0,1,14,113,33,14,2,0,0,0,1,0,0,1,0,0
"215",24213,43,0,1.704336041,0,1,0,68,28,6,0,1,0,0,0,0,1,0,0,0
"216",24214,41,1,11.53480295,1,0,19,162,27,26,2,1,0,0,0,0,1,0,0,0
"217",24215,39,0,1.53552449,0,0,0,92,72,39,0,0,1,0,0,1,0,0,0,0
"218",24216,30,1,8.896073737,1,0,14,153,97,30,2,0,0,1,0,0,0,0,0,1
"219",24217,48,1,16.99052057,0,1,14,124,52,31,2,1,0,0,0,0,0,0,1,0
"220",24218,30,0,8.812438952,0,2,14,123,13,9,2,1,0,0,0,0,0,0,1,0
"221",24219,47,0,22.36444069,0,1,3,43,90,13,0,0,1,0,0,0,0,0,1,0
"222",24220,17,0,5.620039717,0,1,9,104,45,43,1,0,0,0,1,0,0,0,0,1
"223",24221,37,1,4.328476979,0,2,9,39,1,3,1,1,0,0,0,0,1,0,0,0
"224",24222,25,1,15.67672995,1,0,17,142,44,45,2,1,0,0,0,0,0,0,0,1
"225",24223,32,0,21.96133001,0,1,17,148,81,19,2,0,1,0,0,0,1,0,0,0
"226",24224,43,1,0.236299435,0,1,8,175,38,42,2,1,0,0,0,0,0,0,1,0
"227",24225,19,0,19.42848209,1,1,8,81,43,4,1,1,0,0,0,0,0,1,0,0
"228",24226,38,0,12.71434588,0,1,18,76,82,9,1,0,0,1,0,0,0,1,0,0
"229",24227,43,0,1.659730978,0,1,14,144,40,36,2,0,1,0,0,0,0,1,0,0
"230",24228,43,0,15.8755904,0,1,18,178,76,2,2,1,0,0,0,0,0,1,0,0
"231",24229,40,0,10.08132056,0,0,5,99,62,39,1,0,0,0,1,0,0,1,0,0
"232",24230,17,1,10.10028943,0,0,4,153,67,28,1,0,1,0,0,0,0,0,0,1
"233",24231,16,0,2.116384028,0,0,18,111,88,20,2,0,1,0,0,1,0,0,0,0
"234",24232,39,1,16.39052283,0,2,15,156,72,47,2,0,1,0,0,0,1,0,0,0
"235",24233,33,1,2.611826019,0,0,7,74,93,6,1,0,0,0,1,0,0,0,1,0
"236",24234,16,1,11.63990061,0,0,11,115,2,42,1,0,0,1,0,0,0,1,0,0
"237",24235,33,0,19.93930269,1,2,9,177,18,6,2,1,0,0,0,0,0,0,1,0
"238",24236,15,0,17.87297396,0,1,15,87,87,16,1,1,0,0,0,0,0,1,0,0
"239",24237,41,1,5.034193469,0,1,10,79,14,22,2,0,1,0,0,0,1,0,0,0
"240",24238,49,0,19.69425984,0,1,13,126,1,41,2,1,0,0,0,1,0,0,0,0
"241",24239,19,0,21.14859206,0,0,2,24,15,28,0,0,1,0,0,0,0,1,0,0
"242",24240,18,0,17.75676212,0,1,2,159,88,32,1,1,0,0,0,0,1,0,0,0
"243",24241,31,1,23.88136915,0,0,5,120,32,11,1,0,0,1,0,1,0,0,0,0
"244",24242,35,0,1.850071052,1,0,1,160,39,3,0,1,0,0,0,0,1,0,0,0
"245",24243,45,0,1.771796423,0,2,0,67,68,23,0,1,0,0,0,0,1,0,0,0
"246",24244,36,0,15.04867029,0,2,3,111,31,32,2,1,0,0,0,0,0,0,1,0
"247",24245,25,1,7.904804233,0,2,19,128,44,21,2,1,0,0,0,0,0,1,0,0
"248",24246,48,1,10.54218697,0,0,19,162,54,43,2,0,1,0,0,0,0,0,0,1
"249",24247,29,1,17.655036,0,1,13,38,16,36,1,0,1,0,0,0,0,0,0,1
"250",24248,24,1,21.70582335,0,0,4,103,99,40,1,0,0,1,0,0,0,1,0,0
"251",24249,46,1,5.712040628,0,0,12,96,50,7,1,1,0,0,0,0,1,0,0,0
"252",24250,45,1,4.227400792,0,2,5,74,21,7,1,0,0,1,0,0,0,1,0,0
"253",24251,42,0,18.02552695,0,2,12,36,42,34,1,1,0,0,0,0,0,1,0,0
"254",24252,45,1,20.38391714,0,1,7,30,96,2,0,0,1,0,0,1,0,0,0,0
"255",24253,20,1,18.57388053,1,0,3,69,76,20,0,1,0,0,0,1,0,0,0,0
"256",24254,28,1,3.068111697,0,1,16,94,40,21,2,0,0,1,0,0,0,1,0,0
"257",24255,37,1,18.21864466,1,1,15,146,78,14,2,0,0,1,0,0,0,0,1,0
"258",24256,30,0,10.52988348,0,0,15,26,48,37,1,1,0,0,0,0,0,0,1,0
"259",24257,39,1,14.62020448,0,2,5,136,32,45,1,0,0,0,1,1,0,0,0,0
"260",24258,16,0,9.654328776,1,2,12,81,66,37,1,1,0,0,0,0,1,0,0,0
"261",24259,48,1,0.322851564,0,1,12,140,65,12,2,0,0,1,0,1,0,0,0,0
"262",24260,39,0,23.91018463,0,0,7,12,10,3,0,1,0,0,0,0,0,0,1,0
"263",24261,30,1,4.220231285,1,2,13,167,62,17,2,1,0,0,0,0,0,0,0,1
"264",24262,32,1,16.15883465,0,2,12,97,39,33,1,0,0,1,0,0,0,0,1,0
"265",24263,27,0,5.319334503,0,0,18,136,16,20,0,1,0,0,0,0,0,1,0,0
"266",24264,41,1,0.890191721,0,0,5,63,41,49,1,0,0,1,0,0,0,1,0,0
"267",24265,48,1,23.731714,0,0,18,137,78,39,2,0,1,0,0,0,1,0,0,0
"268",24266,25,0,0.154805263,0,1,1,135,59,0,0,0,0,0,1,0,0,0,0,1
"269",24267,15,1,14.82372693,1,0,2,177,50,31,1,0,0,0,1,0,0,1,0,0
"270",24268,27,0,17.75806571,0,1,7,61,50,38,1,0,1,0,0,0,0,0,1,0
"271",24269,44,1,13.57631,0,1,12,179,5,10,2,0,1,0,0,0,0,0,0,1
"272",24270,19,1,18.44524511,0,1,3,79,83,5,0,1,0,0,0,0,0,1,0,0
"273",24271,32,1,4.095287136,0,0,16,107,92,18,2,1,0,0,0,0,0,0,0,1
"274",24272,28,1,0.571462563,1,0,1,41,92,15,0,0,1,0,0,1,0,0,0,0
"275",24273,27,1,12.83742128,0,2,14,19,66,17,0,1,0,0,0,0,0,0,0,1
"276",24274,46,1,10.41380529,0,0,18,135,22,4,2,1,0,0,0,0,0,0,0,1
"277",24275,21,0,18.40429105,0,0,10,156,29,29,2,1,0,0,0,0,0,0,1,0
"278",24276,22,0,1.45994676,0,2,11,149,40,32,2,1,0,0,0,0,0,0,1,0
"279",24277,21,0,1.286272666,0,1,16,75,40,43,1,0,0,1,0,0,0,1,0,0
"280",24278,30,1,8.062628827,1,1,19,87,16,40,2,1,0,0,0,1,0,0,0,0
"281",24279,45,1,18.97794798,0,1,3,35,41,16,0,0,0,1,0,1,0,0,0,0
"282",24280,41,1,11.24902454,0,0,13,97,61,39,1,1,0,0,0,0,0,0,0,1
"283",24281,47,1,18.88746012,0,0,1,21,64,11,0,1,0,0,0,0,0,0,0,1
"284",24282,43,0,15.3420116,0,2,16,128,13,32,2,1,0,0,0,1,0,0,0,0
"285",24283,22,0,10.29451007,1,2,18,178,63,35,2,0,0,1,0,0,0,1,0,0
